stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
1300,27119,Les Garrigues,43.70548421,4.00622752,0,S5777
1308,27219,Les Garrigues,43.70548631,4.00609126,0,S5777
S5773,5773,Mairie,43.57075534,3.77361518,1,
990,33111,Mairie,43.57075534,3.77361518,0,S5773
1003,33211,Mairie,43.57076629,3.7734671,0,S5773
S5778,5778,Les Mazes,43.70938129,4.00537488,1,
1301,27120,Les Mazes,43.70938129,4.00537488,0,S5778
1309,27220,Les Mazes,43.70964056,4.00546923,0,S5778
S5774,5774,Pascaou,43.56796163,3.77347078,1,
993,33114,Pascaou,43.56796163,3.77347078,0,S5774
1006,33214,Pascaou,43.5680247,3.77346001,0,S5774
S5770,5770,La Vialette,43.56863001,3.77390792,1,
1031,36111,La Vialette,43.56863001,3.77390792,0,S5770
1091,36226,La Vialette,43.56854749,3.77402947,0,S5770
S5633,5633,Sabines,43.58367164,3.86039188,1,
421,10152,Sabines,43.58367164,3.86039188,0,S5633
451,10243,Sabines,43.58395804,3.85984303,0,S5633
1193,42111,Sabines,43.58393728,3.86004034,0,S5633
1245,42259,Sabines,43.5839112,3.85997781,0,S5633
1335,17124,Sabines,43.58378967,3.86030846,0,S5633
S5196,5196,Notre-Dame de Sablassou,43.63474401,3.92341934,1,
668,21217,Notre-Dame de Sablassou,43.63474401,3.92341934,0,S5196
669,21218,Notre-Dame de Sablassou,43.63395737,3.92188744,0,S5196
1215,42159,Notre-Dame de Sablassou,43.63423949,3.9222666,0,S5196
1223,42211,Notre-Dame de Sablassou,43.63426681,3.9222426,0,S5196
S5529,5529,Les Bouisses,43.59932515,3.83509284,1,
273,07164,Les Bouisses,43.59932515,3.83509284,0,S5529
S5653,5653,Salaison,43.62390059,3.89881322,1,
317,08120,Salaison,43.62390059,3.89881322,0,S5653
325,08204,Salaison,43.62382204,3.89865019,0,S5653
S5202,5202,Roger Salengro,43.63276527,3.8962709,1,
127,04124,Roger Salengro,43.63276527,3.8962709,0,S5202
S5357,5357,Font de Salomé,43.67657654,3.87151867,1,
755,23133,Font de Salomé,43.67657654,3.87151867,0,S5357
781,23237,Font de Salomé,43.67664243,3.87130987,0,S5357
S5205,5205,Sapins,43.63701348,3.91021316,1,
136,04161,Sapins,43.63701348,3.91021316,0,S5205
154,04210,Sapins,43.63691337,3.91029705,0,S5205
S5655,5655,Saporta,43.58459606,3.88831546,1,
64,03105,Saporta,43.58459606,3.88831546,0,S5655
109,03223,Saporta,43.58360009,3.8875588,0,S5655
S5817,5817,Sauvagine,43.66233833,3.93659489,1,
1338,20134,Sauvagine,43.66233833,3.93659489,0,S5817
1356,30207,Sauvagine,43.66233833,3.93659489,0,S5817
S5722,5722,Les Mazes,43.73153197,3.98141168,1,
1065,36157,Les Mazes,43.73153197,3.98141168,0,S5722
1102,36257,Les Mazes,43.73152336,3.98138663,0,S5722
S5723,5723,Lotissement Les Lilas,43.72805219,3.96475996,1,
1059,36151,Lotissement Les Lilas,43.72805219,3.96475996,0,S5723
1097,36251,Lotissement Les Lilas,43.72805615,3.96509482,0,S5723
S5725,5725,Mas de Bizard,43.72630264,3.98060373,1,
1066,36158,Mas de Bizard,43.72630264,3.98060373,0,S5725
1103,36258,Mas de Bizard,43.72632081,3.98059186,0,S5725
S5724,5724,Lotisssement Les Romarins,43.72940802,3.96965881,1,
1061,36153,Lotisssement Les Romarins,43.72940802,3.96965881,0,S5724
1100,36255,Lotisssement Les Romarins,43.72964994,3.97031045,0,S5724
S5529,5529,Les Bouisses,43.59853975,3.835332,1,
274,07165,Les Bouisses,43.59853975,3.835332,0,S5529
303,07261,Les Bouisses,43.59862875,3.83539618,0,S5529
541,15114,Les Bouisses,43.59850363,3.83534342,0,S5529
S5726,5726,Route de Teyran,43.73376925,3.97913277,1,
1101,36256,Route de Teyran,43.73376925,3.97913277,0,S5726
S5727,5727,Stade,43.73345709,3.98015291,1,
1060,36152,Stade,43.73345709,3.98015291,0,S5727
1098,36253,Stade,43.73344848,3.98012786,0,S5727
S5611,5611,Plan des 4 Seigneurs,43.64084403,3.85795656,1,
225,06123,Plan des 4 Seigneurs,43.64084403,3.85795656,0,S5611
779,23232,Plan des 4 Seigneurs,43.64081104,3.85774524,0,S5611
S5345,5345,Les Serres,43.58555199,3.8037163,1,
1111,38104,Les Serres,43.58555199,3.8037163,0,S5345
1120,38204,Les Serres,43.58543534,3.80370094,0,S5345
S5255,5255,Sienne,43.6622713,3.94112541,1,
929,30104,Sienne,43.6622713,3.94112541,0,S5255
933,30204,Sienne,43.66229074,3.94102688,0,S5255
S5762,5762,Sigaliès,43.57212562,3.81467209,1,
980,33101,Sigaliès,43.57212562,3.81467209,0,S5762
1001,33209,Sigaliès,43.57198218,3.81464365,0,S5762
S5761,5761,Saint-Jean le Sec,43.57075827,3.83758322,1,
608,20138,Saint-Jean le Sec,43.57075827,3.83758322,0,S5761
638,20242,Saint-Jean le Sec,43.57075775,3.83762029,0,S5761
1190,42103,Saint-Jean le Sec,43.57058753,3.83757873,0,S5761
1248,42267,Saint-Jean le Sec,43.57062348,3.83757968,0,S5761
S5657,5657,Soleiado,43.60069594,3.88646426,1,
309,08106,Soleiado,43.60069594,3.88646426,0,S5657
335,08219,Soleiado,43.60031954,3.8870107,0,S5657
S5720,5720,Sophoras,43.66801807,4.02669381,1,
909,29126,Sophoras,43.66801807,4.02669381,0,S5720
927,29223,Sophoras,43.66815248,4.02672256,0,S5720
S5519,5519,Las Sorbes,43.61515854,3.85488445,1,
343,09114,Las Sorbes,43.61515854,3.85488445,0,S5519
378,09214,Las Sorbes,43.61527345,3.85502361,0,S5519
S5393,5393,Boutonnet,43.62258675,3.86808777,1,
1141,41123,Boutonnet,43.62258675,3.86808777,0,S5393
1176,41233,Boutonnet,43.62259521,3.86812512,0,S5393
S5278,5278,Source,43.65066487,3.79094149,1,
788,24110,Source,43.65066487,3.79094149,0,S5278
800,24204,Source,43.65059397,3.7908654,0,S5278
S5392,5392,Boulevard des Sports,43.61935511,3.8892103,1,
313,08113,Boulevard des Sports,43.61935511,3.8892103,0,S5392
330,08211,Boulevard des Sports,43.61941766,3.88923675,0,S5392
S5647,5647,Saint-Priest,43.63515538,3.84368235,1,
244,07101,Saint-Priest,43.63515538,3.84368235,0,S5647
299,07228,Saint-Priest,43.63446463,3.84357748,0,S5647
S5204,5204,Saint-Exupéry,43.64154346,3.92321219,1,
130,04135,Saint-Exupéry,43.64154346,3.92321219,0,S5204
169,04264,Saint-Exupéry,43.64158049,3.92313895,0,S5204
S5719,5719,Saint-Brès,43.66488513,4.03673152,1,
913,29130,Saint-Brès,43.66488513,4.03673152,0,S5719
1351,29224,Saint-Brès,43.66488513,4.03673152,0,S5719
S5741,5741,Stade,43.60758935,3.78471086,1,
1056,36139,Stade,43.60758935,3.78471086,0,S5741
1092,36237,Stade,43.60735984,3.78439576,0,S5741
S5649,5649,Sainte-Catherine,43.62642717,3.87619777,1,
398,10108,Sainte-Catherine,43.62642717,3.87619777,0,S5649
437,10212,Sainte-Catherine,43.62628798,3.8765034,0,S5649
S5650,5650,Sainte-Geneviève,43.62323632,3.84423408,1,
82,03131,Sainte-Geneviève,43.62323632,3.84423408,0,S5650
91,03202,Sainte-Geneviève,43.62300804,3.84448792,0,S5650
S5652,5652,Sainte-Thérèse,43.6142856,3.8651679,1,
253,07114,Sainte-Thérèse,43.6142856,3.8651679,0,S5652
290,07217,Sainte-Thérèse,43.61410063,3.86553414,0,S5652
S5411,5411,Cimetière Saint-Étienne,43.61500215,3.93564015,1,
502,12119,Cimetière Saint-Étienne,43.61500215,3.93564015,0,S5411
509,12202,Cimetière Saint-Étienne,43.61489469,3.9356124,0,S5411
S5477,5477,Georges Brassens,43.5956976,3.86244424,1,
226,06126,Georges Brassens,43.5956976,3.86244424,0,S5477
242,06226,Georges Brassens,43.59587698,3.86247377,0,S5477
S5835,5835,Alicantes,43.61333606,3.78587109,1,
1409,42180,Les Alicantes,43.61333606,3.78587109,0,S5835
1417,42280,Les Alicantes,43.61332824,3.78578428,0,S5835
S5742,5742,Zone Artisanale,43.62927208,3.76917196,1,
1325,40108,Zone Artisanale,43.62927208,3.76917196,0,S5742
1366,40208,Zone Artisanale,43.62927208,3.76917196,0,S5742
S5638,5638,Saint-Gabriel,43.61459044,3.85244424,1,
342,09113,Saint-Gabriel,43.61459044,3.85244424,0,S5638
379,09215,Saint-Gabriel,43.6145279,3.85177444,0,S5638
S5733,5733,Avenue Justin Bec,43.62600083,3.76842164,1,
1324,40107,Avenue Justin Bec,43.62600083,3.76842164,0,S5733
1329,40207,Avenue Justin Bec,43.62526946,3.76934381,0,S5733
S5734,5734,Bel Horizon,43.61200081,3.7768055,1,
1321,40104,Bel Horizon,43.61200081,3.7768055,0,S5734
1407,40204,Bel Horizon,43.61249309,3.77696638,0,S5734
S5736,5736,Dame d'Orcas,43.61451431,3.7804446,1,
1323,40106,Dame d'Orcas,43.61451431,3.7804446,0,S5736
1328,40206,Dame d'Orcas,43.61451431,3.7804446,0,S5736
S5728,5728,Avenue de Montpellier,43.69688761,4.03238189,1,
1010,35107,Avenue de Montpellier,43.69688761,4.03238189,0,S5728
1022,35208,Avenue de Montpellier,43.69698627,4.03239721,0,S5728
S5737,5737,Gare,43.60905568,3.78865745,1,
1318,40101,Gare,43.60905568,3.78865745,0,S5737
1326,40201,Gare,43.60905568,3.78865745,0,S5737
S5836,5836,Les Jardins,43.60969068,3.78285888,1,
1425,40111,Les Jardins,43.60969068,3.78285888,0,S5836
1426,40211,Les Jardins,43.60969068,3.78285888,0,S5836
S5732,5732,Poste,43.69658975,4.03130738,1,
937,31104,Poste,43.69658975,4.03130738,0,S5732
943,31204,Poste,43.69667237,4.03119831,0,S5732
S5394,5394,Bugarel,43.59151106,3.84495543,1,
425,10156,Bugarel,43.59151106,3.84495543,0,S5394
463,10256,Bugarel,43.59172845,3.84483749,0,S5394
S5739,5739,Le Réservoir,43.61459078,3.7760542,1,
1322,40105,Le Réservoir,43.61459078,3.7760542,0,S5739
1408,40205,Le Réservoir,43.61485379,3.77655574,0,S5739
1440,40112,Le Réservoir,43.61486782,3.77685304,0,S5739
S5740,5740,Le Saint-Georges,43.6106154,3.78429269,1,
1319,40102,Le Saint-Georges,43.6106154,3.78429269,0,S5740
1327,40202,Le Saint-Georges,43.6106154,3.78429269,0,S5740
S5639,5639,Saint-Guilhem - Courreau,43.60880959,3.87287745,1,
53,02140,Saint-Guilhem - Courreau,43.60880959,3.87287745,0,S5639
59,02221,Saint-Guilhem - Courreau,43.6087014,3.87289929,0,S5639
S5759,5759,Saint-Hubéry,43.5735664,3.81974149,1,
591,20106,Saint-Hubéry,43.5735664,3.81974149,0,S5759
629,20231,Saint-Hubéry,43.57364796,3.81969415,0,S5759
1339,20142,Saint-Hubéry,43.5735664,3.81974149,0,S5759
S5640,5640,Saint-Jaumes,43.6137783,3.87052414,1,
101,03213,Saint-Jaumes,43.6137783,3.87052414,0,S5640
S5641,5641,Saint-Jean,43.61546532,3.89776588,1,
350,09124,Saint-Jean,43.61546532,3.89776588,0,S5641
368,09204,Saint-Jean,43.61561969,3.89765874,0,S5641
S5330,5330,Cimetière Saint-Laurent,43.569755,3.89889129,1,
564,18101,Cimetière Saint-Laurent,43.569755,3.89889129,0,S5330
577,18208,Cimetière Saint-Laurent,43.56864246,3.89998594,0,S5330
S5591,5591,Pic Saint-Loup,43.63918367,3.8545578,1,
224,06121,Pic Saint-Loup,43.63918367,3.8545578,0,S5591
228,06202,Pic Saint-Loup,43.63912389,3.8543334,0,S5591
S5644,5644,Saint-Maur,43.62101418,3.89387109,1,
535,14106,Saint-Maur,43.62101418,3.89387109,0,S5644
538,14111,Saint-Maur,43.62103793,3.89409448,0,S5644
S5659,5659,Stade de la Mosson,43.62125181,3.81737884,1,
1159,41163,Stade de la Mosson,43.62125181,3.81737884,0,S5659
1188,41263,Stade de la Mosson,43.62129674,3.81738001,0,S5659
S5397,5397,Campus Agropolis,43.64467238,3.86952202,1,
533,13203,Campus Agropolis,43.64467238,3.86952202,0,S5397
534,13204,Campus Agropolis,43.64468411,3.86869291,0,S5397
S5450,5450,Ettore Bugatti,43.5784666,3.86676957,1,
429,10162,Ettore Bugatti,43.5784666,3.86676957,0,S5450
448,10232,Ettore Bugatti,43.57853178,3.86661056,0,S5450
S5646,5646,Saint-Paul,43.63055501,3.82139486,1,
583,19102,Saint-Paul,43.63055501,3.82139486,0,S5646
1132,41105,Saint-Paul,43.6306581,3.82108813,0,S5646
1185,41251,Saint-Paul,43.6306854,3.82106408,0,S5646
S5341,5341,Saint-Pierre,43.57249326,3.89352598,1,
570,18121,Saint-Pierre,43.57249326,3.89352598,0,S5341
581,18224,Saint-Pierre,43.572405,3.8934123,0,S5341
S5648,5648,Saint-Roch,43.61520106,3.86972097,1,
73,03118,Saint-Roch,43.61520106,3.86972097,0,S5648
100,03212,Saint-Roch,43.61523911,3.86957351,0,S5648
S5775,5775,Coopérative,43.71448284,4.00220229,1,
1303,27122,Coopérative,43.71448284,4.00220229,0,S5775
1311,27222,Coopérative,43.71458131,4.00222995,0,S5775
S5256,5256,Substantion,43.65046208,3.93965442,1,
607,20136,Substantion,43.65046208,3.93965442,0,S5256
619,20212,Substantion,43.65023596,3.93974712,0,S5256
S5779,5779,Mairie,43.71229371,4.00541054,1,
1302,27121,Mairie,43.71229371,4.00541054,0,S5779
1310,27221,Mairie,43.71224935,4.00537205,0,S5779
S5206,5206,Sycomores,43.64186196,3.91063151,1,
140,04165,Sycomores,43.64186196,3.91063151,0,S5206
150,04206,Sycomores,43.64185387,3.91056939,0,S5206
S5281,5281,C. Sylvains,43.65622516,3.91453175,1,
690,22126,C. Sylvains,43.65622516,3.91453175,0,S5281
S5661,5661,TaM,43.58140076,3.87032292,1,
505,12130,TaM,43.58140076,3.87032292,0,S5661
523,12227,TaM,43.58141395,3.8700265,0,S5661
S5754,5754,Le Terral,43.59258807,3.828225,1,
1108,38101,Le Terral,43.59258807,3.828225,0,S5754
1117,38201,Le Terral,43.59249787,3.82824738,0,S5754
S5172,5172,Buissonnets,43.64551042,3.90701815,1,
143,04168,Buissonnets,43.64551042,3.90701815,0,S5172
147,04203,Buissonnets,43.64549155,3.90707953,0,S5172
S5276,5276,Les Terrasses,43.654733,3.79058701,1,
789,24112,Les Terrasses,43.654733,3.79058701,0,S5276
799,24202,Les Terrasses,43.65453961,3.79026017,0,S5276
S5763,5763,Terre Neuve,43.56103756,3.84942978,1,
859,26107,Terre Neuve,43.56103756,3.84942978,0,S5763
864,26202,Terre Neuve,43.56069523,3.84948253,0,S5763
S5323,5323,Terres du Sud,43.61854125,3.79188064,1,
832,25131,Terres du Sud,43.61854125,3.79188064,0,S5323
853,25231,Terres du Sud,43.61854125,3.79188064,0,S5323
S5316,5316,Les Thermes,43.62185549,3.80009505,1,
833,25132,Les Thermes,43.62185549,3.80009505,0,S5316
854,25232,Les Thermes,43.6218565,3.80002083,0,S5316
S5207,5207,Thym,43.63796097,3.90625349,1,
137,04162,Thym,43.63796097,3.90625349,0,S5207
153,04209,Thym,43.63776435,3.90617381,0,S5207
S5662,5662,Tonnelles,43.61405411,3.8380404,1,
8,01112,Tonnelles,43.61405411,3.8380404,0,S5662
41,01226,Tonnelles,43.61389825,3.83825901,0,S5662
409,10129,Tonnelles,43.6131082,3.83883213,0,S5662
447,10231,Tonnelles,43.61335553,3.83914795,0,S5662
1255,43113,Tonnelles,43.61348706,3.83938649,0,S5662
1292,43245,Tonnelles,43.61362099,3.83945188,0,S5662
S5385,5385,Avenue de Toulouse,43.59133239,3.85771443,1,
215,06106,Avenue de Toulouse,43.59133239,3.85771443,0,S5385
236,06215,Avenue de Toulouse,43.59182158,3.85808612,0,S5385
S5663,5663,Tournezy,43.5791452,3.87785473,1,
60,03101,Tournezy,43.5791452,3.87785473,0,S5663
S5664,5664,Tourterelles,43.62580079,3.87851985,1,
397,10107,Tourterelles,43.62580079,3.87851985,0,S5664
438,10213,Tourterelles,43.62572784,3.87859213,0,S5664
S5764,5764,Tourtourel,43.57584972,3.81973891,1,
590,20105,Tourtourel,43.57584972,3.81973891,0,S5764
630,20232,Tourtourel,43.57568932,3.81963583,0,S5764
S5414,5414,Cité de l'Arme,43.59326131,3.88961446,1,
67,03108,Cité de l'Arme,43.59326131,3.88961446,0,S5414
106,03220,Cité de l'Arme,43.59360846,3.8892281,0,S5414
S5165,5165,Treille,43.65724363,4.00316951,1,
900,29105,Treille,43.65724363,4.00316951,0,S5165
921,29208,Treille,43.65766773,4.00365244,0,S5165
S5665,5665,Universités des Sciences et Lettres,43.62915386,3.86139511,1,
218,06115,Universités Sciences et Lettres,43.62915386,3.86139511,0,S5665
233,06207,Universités Sciences et Lettres,43.62937476,3.86102972,0,S5665
1139,41119,Universités Sciences et Lettres,43.62912446,3.86156759,0,S5665
1178,41237,Universités Sciences et Lettres,43.62916023,3.86158092,0,S5665
S5666,5666,Uppsala,43.62951818,3.82095949,1,
584,19201,Uppsala,43.62951818,3.82095949,0,S5666
S5781,5781,Arènes,43.65513768,3.96729873,1,
644,21107,Arènes,43.65513768,3.96729873,0,S5781
663,21211,Arènes,43.65522698,3.96733842,0,S5781
S5797,5797,Arnel,43.53807191,3.86908689,1,
946,32101,Arnel,43.53807191,3.86908689,0,S5797
972,32212,Arnel,43.53805131,3.86927169,0,S5797
S5667,5667,Val d'Aurelle,43.64272499,3.83589768,1,
49,02128,Val d'Aurelle,43.64272499,3.83589768,0,S5667
56,02204,Val d'Aurelle,43.64281681,3.83640763,0,S5667
S5799,5799,Boulevard des Écoles,43.53396874,3.86239144,1,
947,32102,Boulevard des Écoles,43.53396874,3.86239144,0,S5799
974,32214,Boulevard des Écoles,43.53351699,3.86127975,0,S5799
10009472,32102,Boulevard des Écoles,43.53396874,3.86239144,0,S5799
S5807,5807,Olivier de Bohême,43.52725233,3.86313885,1,
952,32108,Olivier de Bohême,43.52725233,3.86313885,0,S5807
969,32209,Olivier de Bohême,43.52725233,3.86313885,0,S5807
S5800,5800,Boulevard du Chapitre,43.53333703,3.86447501,1,
954,32110,Boulevard du Chapitre,43.53333703,3.86447501,0,S5800
971,32211,Boulevard du Chapitre,43.53333703,3.86447501,0,S5800
S5809,5809,Pilou,43.52994608,3.86589171,1,
958,32115,Pilou,43.52994608,3.86589171,0,S5809
975,32215,Pilou,43.52994608,3.86589171,0,S5809
S5230,5230,Beaulieu,43.56052838,3.72665839,1,
1044,36124,Beaulieu,43.56052838,3.72665839,0,S5230
1078,36213,Beaulieu,43.56059845,3.72750063,0,S5230
S5801,5801,Domenoves,43.53068814,3.85406325,1,
950,32105,Domenoves,43.53068814,3.85406325,0,S5801
967,32206,Domenoves,43.53068814,3.85406325,0,S5801
S5784,5784,Écoles,43.65869589,3.96742515,1,
661,21209,Écoles,43.65869589,3.96742515,0,S5784
S5802,5802,Font Majour,43.5351424,3.85948206,1,
957,32114,Font Majour,43.5351424,3.85948206,0,S5802
973,32213,Font Majour,43.53484344,3.85964709,0,S5802
S5805,5805,Maison d'Arrêt,43.5463104,3.82829084,1,
956,32112,Maison d'Arrêt,43.5463104,3.82829084,0,S5805
963,32202,Maison d'Arrêt,43.54631057,3.82827849,0,S5805
S5789,5789,Monnaie,43.66057173,3.97001733,1,
646,21109,Monnaie,43.66057173,3.97001733,0,S5789
660,21208,Monnaie,43.66033884,3.96996113,0,S5789
S5803,5803,Les Moures,43.52414988,3.86004183,1,
961,32121,Les Moures,43.52414988,3.86004183,0,S5803
978,32221,Les Moures,43.52414988,3.86004183,0,S5803
S5806,5806,Myosotis,43.52867319,3.86500523,1,
953,32109,Myosotis,43.52867319,3.86500523,0,S5806
970,32210,Myosotis,43.52867319,3.86500523,0,S5806
S5791,5791,Parc Vendargues,43.66077982,3.97528622,1,
649,21112,Parc Vendargues,43.66077982,3.97528622,0,S5791
657,21205,Parc Vendargues,43.66065195,3.97541876,0,S5791
S5808,5808,Pèlerine,43.52654844,3.85504059,1,
960,32120,Pèlerine,43.52654844,3.85504059,0,S5808
977,32220,Pèlerine,43.52654844,3.85504059,0,S5808
S5810,5810,Pont de Villeneuve,43.554625,3.84451389,1,
962,32201,Pont de Villeneuve,43.554625,3.84451389,0,S5810
S5180,5180,Cimetière,43.63199134,3.89757409,1,
155,04218,Cimetière,43.63199134,3.89757409,0,S5180
S5804,5804,Les Salins,43.53065344,3.8584483,1,
959,32119,Les Salins,43.53065344,3.8584483,0,S5804
976,32219,Les Salins,43.53065344,3.8584483,0,S5804
S5811,5811,Stade,43.53336876,3.85520929,1,
948,32103,Stade,43.53336876,3.85520929,0,S5811
965,32204,Stade,43.53336876,3.85520929,0,S5811
10009482,32103,Stade,43.53336876,3.85520929,0,S5811
S5812,5812,Tadornes,43.52708132,3.86124412,1,
951,32107,Tadornes,43.52708132,3.86124412,0,S5812
968,32208,Tadornes,43.52708132,3.86124412,0,S5812
S5813,5813,Vignes Vierges,43.53227349,3.85254856,1,
949,32104,Vignes Vierges,43.53227349,3.85254856,0,S5813
966,32205,Vignes Vierges,43.53227349,3.85254856,0,S5813
S5798,5798,Avenue de la Gare,43.53716112,3.85720049,1,
955,32111,Avenue de la Gare,43.53716112,3.85720049,0,S5798
964,32203,Avenue de la Gare,43.53702651,3.85718455,0,S5798
S5795,5795,Zone Industrielle Bigos,43.65531988,3.94973367,1,
653,21121,Zone Industrielle Bigos,43.65531988,3.94973367,0,S5795
671,21224,Zone Industrielle Bigos,43.65526522,3.94978166,0,S5795
S5796,5796,Zone Industrielle Marbrerie,43.65417626,3.95467887,1,
654,21122,Zone Industrielle Marbrerie,43.65417626,3.95467887,0,S5796
672,21225,Zone Industrielle Marbrerie,43.65411243,3.95473897,0,S5796
S5508,5508,Jean Vachet,43.5923483,3.88495155,1,
507,12134,Jean Vachet,43.5923483,3.88495155,0,S5508
527,12234,Jean Vachet,43.59282788,3.88536033,0,S5508
S5418,5418,Cité Valette,43.60146447,3.8518857,1,
121,04109,Cité Valette,43.60146447,3.8518857,0,S5418
161,04232,Cité Valette,43.60154535,3.85188785,0,S5418
S5765,5765,Val des Garrigues,43.56673917,3.82659864,1,
862,26110,Val des Garrigues,43.56673917,3.82659864,0,S5765
869,26210,Val des Garrigues,43.56672154,3.82657346,0,S5765
S5231,5231,Chanterelles,43.56012771,3.70805801,1,
1057,36140,Chanterelles,43.56012771,3.70805801,0,S5231
1094,36240,Chanterelles,43.56012771,3.70805801,0,S5231
S5273,5273,La Valsière,43.65009113,3.83174554,1,
790,24116,La Valsière,43.65009113,3.83174554,0,S5273
1347,24216,La Valsière,43.65009113,3.83174554,0,S5273
S5668,5668,Vauguières,43.60449991,3.90694237,1,
413,10144,Vauguières,43.60449991,3.90694237,0,S5668
459,10251,Vauguières,43.60438453,3.90684024,0,S5668
S5670,5670,Vert Bois,43.63530315,3.86837932,1,
176,05125,Vert Bois,43.63530315,3.86837932,0,S5670
194,05206,Vert Bois,43.63422017,3.86804084,0,S5670
S5760,5760,Saint-Jean de Védas Centre,43.5747502,3.83039311,1,
609,20139,Saint-Jean de Védas Centre,43.5747502,3.83039311,0,S5760
635,20239,Saint-Jean de Védas Centre,43.57470442,3.83045373,0,S5760
1189,42101,Saint-Jean de Védas Centre,43.57480361,3.8304316,0,S5760
S5669,5669,Véga,43.59570748,3.84958085,1,
212,06103,Véga,43.59570748,3.84958085,0,S5669
239,06219,Véga,43.59567015,3.84967881,0,S5669
S5721,5721,Versant,43.66427246,4.03624266,1,
912,29129,Versant,43.66427246,4.03624266,0,S5721
S5818,5818,Via Domitia,43.64724083,3.93071205,1,
1353,30110,Via Domitia,43.64724083,3.93071205,0,S5818
1355,30205,Via Domitia,43.64724083,3.93071205,0,S5818
1217,42165,Via Domitia,43.64653267,3.92996184,0,S5818
1221,42205,Via Domitia,43.64653358,3.92989997,0,S5818
S5766,5766,Victoire 2,43.57477107,3.84958307,1,
1192,42107,Victoire 2,43.57477107,3.84958307,0,S5766
1246,42263,Victoire 2,43.57480771,3.84953459,0,S5766
S5703,5703,Saint-Martin de Vignogoul,43.58561976,3.79004065,1,
1115,38108,Saint-Martin de Vignogoul,43.58561976,3.79004065,0,S5703
1124,38208,Saint-Martin de Vignogoul,43.58569599,3.79038885,0,S5703
S5242,5242,Chênes,43.64519886,3.9417474,1,
598,20120,Chênes,43.64519886,3.9417474,0,S5242
622,20215,Chênes,43.6451222,3.9414605,0,S5242
S5325,5325,Village,43.62478596,3.79944002,1,
822,25114,Village,43.62478596,3.79944002,0,S5325
838,25204,Village,43.62471457,3.79940106,0,S5325
S5541,5541,Lycée Léonard de Vinci,43.62570496,3.82435021,1,
269,07136,Lycée Léonard de Vinci,43.62570496,3.82435021,0,S5541
301,07236,Lycée Léonard de Vinci,43.62620924,3.8236332,0,S5541
S5674,5674,Vivaldi,43.59605699,3.85607144,1,
553,17133,Vivaldi,43.59605699,3.85607144,0,S5674
561,17233,Vivaldi,43.59624327,3.85624956,0,S5674
S5675,5675,Voie Domitienne,43.62226583,3.85961488,1,
402,10112,Voie Domitienne,43.62226583,3.85961488,0,S5675
434,10207,Voie Domitienne,43.62267582,3.86050442,0,S5675
S5676,5676,Volta Fizeau,43.61387346,3.91331233,1,
356,09138,Volta Fizeau,43.61387346,3.91331233,0,S5676
389,09236,Volta Fizeau,43.61379439,3.91318642,0,S5676
S5677,5677,Voltaire,43.60355331,3.8890654,1,
1202,42131,Voltaire,43.60355331,3.8890654,0,S5677
1236,42239,Voltaire,43.60357991,3.88909086,0,S5677
S5671,5671,Vieille Poste,43.61058659,3.90006988,1,
470,11105,Vieille Poste,43.61058659,3.90006988,0,S5671
490,11218,Vieille Poste,43.61080749,3.90033574,0,S5671
S5794,5794,Zone Industrielle,43.6535364,3.96258505,1,
642,21105,Zone Industrielle,43.6535364,3.96258505,0,S5794
665,21213,Zone Industrielle,43.65334724,3.96201011,0,S5794
S5293,5293,La Draye,43.6688846,3.91751978,1,
697,22137,La Draye,43.6688846,3.91751978,0,S5293
S5680,5680,Zénith,43.61207749,3.93096802,1,
500,12117,Zénith,43.61207749,3.93096802,0,S5680
511,12204,Zénith,43.61222861,3.93108359,0,S5680
S5243,5243,Cimetière,43.65116523,3.94073895,1,
600,20123,Cimetière,43.65116523,3.94073895,0,S5243
618,20211,Cimetière,43.65119384,3.94062832,0,S5243
S5681,5681,Zoo,43.63996424,3.87314632,1,
188,05162,Zoo,43.63996424,3.87314632,0,S5681
208,05283,Zoo,43.63988389,3.87310702,0,S5681
S5225,5225,Les Clavoux,43.54341236,3.70063833,1,
1067,36201,Les Clavoux,43.54341236,3.70063833,0,S5225
1362,36136,Les Clavoux,43.54341236,3.70063833,0,S5225
S5234,5234,Les Grenaches,43.55318102,3.71850803,1,
1046,36126,Les Grenaches,43.55318102,3.71850803,0,S5234
1076,36211,Les Grenaches,43.55305239,3.71802291,0,S5234
S5369,5369,Aiguelongue (Jussieu),43.63841224,3.8830195,1,
481,11201,Aiguelongue (Jussieu),43.63841224,3.8830195,0,S5369
S5223,5223,Hauts des Clavoux,43.54501205,3.70066412,1,
1054,36135,Hauts des Clavoux,43.54501205,3.70066412,0,S5223
1068,36202,Hauts des Clavoux,43.54495751,3.70071225,0,S5223
S5232,5232,Jean Jaurès,43.55837735,3.71210732,1,
1048,36129,Jean Jaurès,43.55837735,3.71210732,0,S5232
1074,36209,Jean Jaurès,43.55837735,3.71210732,0,S5232
S5233,5233,Jean Moulin,43.55522446,3.7119326,1,
1049,36130,Jean Moulin,43.55522446,3.7119326,0,S5233
1075,36210,Jean Moulin,43.55522446,3.7119326,0,S5233
S5226,5226,Mairie,43.55004192,3.70807566,1,
1051,36132,Mairie,43.55004192,3.70807566,0,S5226
